Category Name,Customer City,Customer Id,Department Id,Department Name,Latitude,Longitude,Order City,Order Id,Order Item Quantity,shipping date (DateOrders),order_latitude,order_longitude
DVDs,Louisville,97205,7,Footwear,34.03247452,-118.2574081,,8776,600,2016-07-07 11:19:00,38.2542376,-85.759407
Water Sports,Philadelphia,7392,7,Fan Shop,40.01562119,-75.08410645,Philadelphia,37821,100,2016-07-08 02:01:00,39.9527237,-75.1635262
Men's Golf Clubs,Columbus,94089,7,Apparel,38.17819977,-95.51293945,,3277,400,2016-07-08 02:01:00,39.9622601,-83.0007065
Hunting & Shooting,Austin,27202,7,Outdoors,33.98547363,-85.76452637,,5399,900,2016-07-08 02:01:00,30.2711286,-97.7436995
Soccer,Austin,90333,7,Apparel,34.06108093,-118.3382416,,6303,400,2016-07-08 02:01:00,30.2711286,-97.7436995
Golf Shoes,Marion,96445,7,Fan Shop,41.98498154,-118.2574081,,5667,900,2016-07-08 02:01:00,32.7931661,-94.344488
Baseball & Softball,Austin,97691,7,Fan Shop,29.78513908,-118.2431641,,5189,600,2016-07-08 02:01:00,30.2711286,-97.7436995
Kids' Golf Clubs,Austin,97984,7,Apparel,40.75481033,-118.2007599,,1791,300,2016-07-08 02:01:00,30.2711286,-97.7436995
Water Sports,Los Angeles,1658,7,Fan Shop,34.0015831,-118.4321518,Los Angeles,38252,100,2016-07-15 09:01:00,34.0536909,-118.242766
Camping & Hiking,Los Angeles,1658,7,Fan Shop,34.0015831,-118.4321518,Los Angeles,38252,100,2016-07-15 09:01:00,34.0536909,-118.242766
Fishing,Los Angeles,1658,7,Fan Shop,34.0015831,-118.4321518,Los Angeles,38252,100,2016-07-15 09:01:00,34.0536909,-118.242766
Women's Clothing,Marion,33530,7,Outdoors,39.67436981,-95.47782135,,1861,1000,2016-07-15 09:01:00,32.7931661,-94.344488
Men's Clothing,San Diego,86129,7,Outdoors,40.75481033,-118.2574081,,1999,800,2016-07-15 09:01:00,32.7174202,-117.1627728
Men's Clothing,Seattle,33871,7,Fan Shop,25.88852501,-117.9125671,,2930,100,2016-07-15 09:01:00,47.6038321,-122.330062
Women's Clothing,Santa Ana,65980,7,Fan Shop,30.35012245,-118.0218811,,2160,700,2016-07-15 09:01:00,33.7494951,-117.8732213
Women's Golf Clubs,Austin,87325,7,Golf,41.895607,-118.2774735,,5521,200,2016-07-15 09:01:00,30.2711286,-97.7436995
Cameras,Seattle,59514,7,Outdoors,34.0015831,-118.3267975,,8823,400,2016-07-15 09:01:00,47.6038321,-122.330062
Indoor/Outdoor Games,Houston,12146,7,Fan Shop,29.78513908,-95.37239838,Houston,38562,100,2016-07-19 21:38:00,29.7589382,-95.3676974
Lacrosse,San Diego,86606,7,Outdoors,34.03247452,-118.1542206,,8218,200,2016-07-19 21:38:00,32.7174202,-117.1627728
Consumer Electronics,Los Angeles,23190,7,Apparel,38.17819977,-118.2574081,,7154,200,2016-07-19 21:38:00,34.0536909,-118.242766
Accessories,Houston,64985,7,Fan Shop,32.71385574,-118.1886444,,8268,100,2016-07-19 21:38:00,29.7589382,-95.3676974
Lacrosse,Chicago,11997,7,Outdoors,32.52082825,-87.65660858,,4460,800,2016-07-19 21:38:00,41.8755616,-87.6244212
Basketball,San Diego,51469,7,Outdoors,32.52082825,-87.73634338,,5877,300,2016-07-19 21:38:00,32.7174202,-117.1627728
Golf Carts,Columbus,84272,7,Fan Shop,34.11491013,-118.2747421,,5431,400,2016-07-21 02:53:00,39.9622601,-83.0007065
Indoor/Outdoor Games,Chicago,24364,7,Golf,33.96860123,-75.22582245,,7616,600,2016-07-21 02:53:00,41.8755616,-87.6244212
Music,Aurora,38870,7,Fan Shop,25.76825142,-122.3217621,,2053,600,2016-07-21 02:53:00,41.7571701,-88.3147539
Crafts,Los Angeles,31988,7,Outdoors,30.35012245,-87.98048401,,2597,1000,2016-07-21 02:53:00,34.0536909,-118.242766
Fitness Accessories,San Diego,98345,7,Golf,34.02769089,-118.3382416,,8769,500,2016-07-22 22:51:00,32.7174202,-117.1627728
Soccer,Austin,34426,7,Apparel,25.76825142,-75.22582245,,6563,500,2016-07-22 22:51:00,30.2711286,-97.7436995
Camping & Hiking,Austin,26918,7,Golf,33.63597488,-87.73634338,,4279,800,2016-07-22 22:51:00,30.2711286,-97.7436995
Women's Clothing,Seattle,58249,7,Outdoors,29.71482086,-80.19455719,,3613,400,2016-07-22 22:51:00,47.6038321,-122.330062
Electronics,Columbus,83982,7,Footwear,41.83272171,-74.1746521,,5195,500,2016-07-26 07:26:00,39.9622601,-83.0007065
Boxing & MMA,Houston,72025,7,Fan Shop,25.88852501,-118.3382416,,4992,600,2016-07-26 07:26:00,29.7589382,-95.3676974
Books,Seattle,88881,7,Outdoors,34.03800583,-83.07437134,,7903,300,2016-07-26 07:26:00,47.6038321,-122.330062
Women's Apparel,Austin,73621,7,Outdoors,25.76825142,-118.3267975,,1964,700,2016-07-26 07:26:00,30.2711286,-97.7436995
Lacrosse,Marion,70925,7,Footwear,41.89517212,-87.82719421,,3646,800,2016-07-26 07:26:00,32.7931661,-94.344488
Cardio Equipment,Miami,17219,7,Golf,39.67436981,-118.2007599,,9632,200,2016-07-26 07:26:00,25.7741728,-80.19362
Fishing,Chicago,1408,7,Fan Shop,41.89517212,-87.73634338,Chicago,39086,100,2016-07-26 13:12:00,41.8755616,-87.6244212
Fitness Accessories,Columbus,46942,7,Fan Shop,41.89567947,-118.4061966,,7905,200,2016-07-26 13:12:00,39.9622601,-83.0007065
Girls' Apparel,Marion,91044,7,Footwear,41.89517212,-118.1542206,,6192,800,2016-07-26 13:12:00,32.7931661,-94.344488
Indoor/Outdoor Games,Houston,92392,7,Apparel,34.03800583,-122.3217621,,5944,700,2016-07-26 13:12:00,29.7589382,-95.3676974
Video Games,Louisville,23600,7,Golf,29.47656632,-95.47782135,,6211,100,2016-07-26 13:12:00,38.2542376,-85.759407
CDs,Houston,52919,7,Footwear,25.76825142,-117.9125671,,1541,900,2016-07-26 13:12:00,29.7589382,-95.3676974
Toys,Louisville,22756,7,Footwear,29.47656632,-95.51293945,,7458,1000,2016-07-26 13:12:00,38.2542376,-85.759407
Golf Apparel,Marion,51883,7,Apparel,34.1137352,-80.17294312,,8484,800,2016-07-26 13:12:00,32.7931661,-94.344488
Cleats,Philadelphia,90146,7,Outdoors,39.70932007,-97.69873047,,1370,500,2016-07-26 13:12:00,39.9527237,-75.1635262
Indoor/Outdoor Games,Los Angeles,11366,7,Fan Shop,34.03800583,-118.2574081,Los Angeles,38915,200,2016-07-28 01:18:00,34.0536909,-118.242766
Indoor/Outdoor Games,Los Angeles,11366,7,Fan Shop,34.03800583,-118.2574081,Los Angeles,38915,200,2016-07-28 01:18:00,34.0536909,-118.242766
Camping & Hiking,Los Angeles,11366,7,Fan Shop,34.03800583,-118.2574081,Los Angeles,38915,100,2016-07-28 01:18:00,34.0536909,-118.242766
DVDs,Seattle,11050,7,Outdoors,33.69957733,-75.22582245,,4789,500,2016-07-28 01:18:00,47.6038321,-122.330062
Pet Supplies,Los Angeles,30360,7,Golf,34.1137352,-87.70032501,,1666,700,2016-07-28 01:18:00,34.0536909,-118.242766
Golf Balls,Aurora,39954,7,Outdoors,29.78513908,-95.17199707,,9293,400,2016-07-28 01:18:00,41.7571701,-88.3147539
Fishing,Aurora,96023,7,Outdoors,37.71640396,-122.4407883,,2591,100,2016-07-28 01:18:00,41.7571701,-88.3147539
Garden,San Francisco,58068,7,Golf,29.88981438,-118.1886444,,6968,600,2016-07-28 01:18:00,37.7790262,-122.419906
Camping & Hiking,Miami,11768,7,Fan Shop,25.76825142,-80.19455719,Miami,39588,100,2016-08-02 21:05:00,25.7741728,-80.19362
Water Sports,Miami,11768,7,Fan Shop,25.76825142,-80.19455719,Miami,39588,100,2016-08-02 21:05:00,25.7741728,-80.19362
Fishing,Miami,11768,7,Fan Shop,25.76825142,-80.19455719,Miami,39588,100,2016-08-02 21:05:00,25.7741728,-80.19362
other,Miami,87084,7,Outdoors,40.7018013,-75.22582245,,2859,700,2016-08-02 21:05:00,25.7741728,-80.19362
Men's Clothing,Marion,52109,7,Outdoors,34.03800583,-118.2007599,,8489,800,2016-08-02 21:05:00,32.7931661,-94.344488
Tennis & Racquet,Austin,68771,7,Fan Shop,39.67436981,-118.2007599,,7080,200,2016-08-02 21:05:00,30.2711286,-97.7436995
Crafts,Philadelphia,43372,7,Footwear,40.7018013,-75.08410645,,8697,400,2016-08-02 21:05:00,39.9527237,-75.1635262
Trade-In,Aurora,58718,7,Apparel,32.52082825,-75.22582245,,8053,100,2016-08-02 21:05:00,41.7571701,-88.3147539
Golf Balls,Philadelphia,30741,7,Footwear,29.78513908,-118.0218811,,7018,800,2016-08-02 21:05:00,39.9527237,-75.1635262
Kids' Golf Clubs,Aurora,25252,7,Footwear,29.47656632,-118.1542206,,2898,500,2016-08-02 21:05:00,41.7571701,-88.3147539
As Seen on TV!,Santa Ana,16619,7,Footwear,39.67436981,-97.69873047,,5574,1000,2016-08-02 21:05:00,33.7494951,-117.8732213
Camping & Hiking,Miami,5028,7,Fan Shop,25.88852501,-80.17294312,Miami,39583,100,2016-08-04 19:20:00,25.7741728,-80.19362
Water Sports,Miami,5028,7,Fan Shop,25.88852501,-80.17294312,Miami,39583,100,2016-08-04 19:20:00,25.7741728,-80.19362
Indoor/Outdoor Games,Miami,5028,7,Fan Shop,25.88852501,-80.17294312,Miami,39583,400,2016-08-04 19:20:00,25.7741728,-80.19362
Crafts,Seattle,65862,7,Fan Shop,34.02769089,-118.1542206,,2406,400,2016-08-04 19:20:00,47.6038321,-122.330062
Cameras,Marion,35016,7,Footwear,40.75481033,-97.69873047,,5252,1000,2016-08-04 19:20:00,32.7931661,-94.344488
Camping & Hiking,Newark,61487,7,Apparel,40.7018013,-122.3217621,,4794,900,2016-08-04 19:20:00,40.735657,-74.1723667
Trade-In,Chicago,47146,7,Golf,41.98498154,-85.76452637,,8689,500,2016-08-05 03:44:00,41.8755616,-87.6244212
Pet Supplies,Los Angeles,38137,7,Outdoors,41.98498154,-75.08410645,,9675,300,2016-08-05 03:44:00,34.0536909,-118.242766
Hockey,Los Angeles,91384,7,Fan Shop,34.0015831,-75.08410645,,4867,100,2016-08-05 03:44:00,34.0536909,-118.242766
Water Sports,Houston,85719,7,Apparel,33.98547363,-87.70032501,,5188,200,2016-08-05 03:44:00,29.7589382,-95.3676974
Baby,Houston,90492,7,Footwear,34.08999252,-122.4407883,,2062,900,2016-08-05 03:44:00,29.7589382,-95.3676974
Health and Beauty,Aurora,36636,7,Fan Shop,38.17819977,-95.47782135,,3291,300,2016-08-05 03:44:00,41.7571701,-88.3147539
Women's Clothing,Miami,57150,7,Apparel,32.71385574,-95.47782135,,5038,300,2016-08-05 03:44:00,25.7741728,-80.19362
Camping & Hiking,Philadelphia,11165,7,Fan Shop,39.95703888,-75.22582245,Philadelphia,39833,100,2016-08-08 10:55:00,39.9527237,-75.1635262
Video Games,San Antonio,98057,7,Apparel,41.83272171,-98.579216,,3047,800,2016-08-08 10:55:00,29.4246002,-98.4951405
Baby,Newark,39379,7,Outdoors,40.7018013,-83.07437134,,3022,200,2016-08-08 10:55:00,40.735657,-74.1723667
Cardio Equipment,San Antonio,75380,7,Footwear,41.96846008,-104.8145828,,9379,400,2016-08-08 10:55:00,29.4246002,-98.4951405
Indoor/Outdoor Games,Columbus,4663,7,Fan Shop,32.52082825,-84.88657379,Columbus,39825,500,2016-08-10 08:07:00,39.9622601,-83.0007065
Trade-In,Austin,40637,7,Fan Shop,34.06108093,-118.4061966,,3310,200,2016-08-10 08:07:00,30.2711286,-97.7436995
Trade-In,Louisville,99098,7,Golf,29.47656632,-95.47782135,,6356,800,2016-08-10 08:07:00,38.2542376,-85.759407
Camping & Hiking,Houston,1716,7,Fan Shop,29.71482086,-95.51293945,Houston,40402,100,2016-08-14 18:16:00,29.7589382,-95.3676974
Camping & Hiking,Houston,1716,7,Fan Shop,29.71482086,-95.51293945,Houston,40402,100,2016-08-14 18:16:00,29.7589382,-95.3676974
Fishing,Houston,1716,7,Fan Shop,29.71482086,-95.51293945,Houston,40402,100,2016-08-14 18:16:00,29.7589382,-95.3676974
Women's Apparel,Miami,38898,7,Fan Shop,41.98498154,-87.65660858,,5373,600,2016-08-14 18:16:00,25.7741728,-80.19362
Women's Golf Clubs,Philadelphia,13823,7,Outdoors,41.96846008,-118.3382416,,1741,200,2016-08-14 18:16:00,39.9527237,-75.1635262
Cleats,Chicago,25515,7,Footwear,34.0015831,-118.4061966,,1032,1000,2016-08-14 18:16:00,41.8755616,-87.6244212
Lacrosse,Miami,99514,7,Footwear,25.76825142,-122.4407883,,5569,600,2016-08-14 18:16:00,25.7741728,-80.19362
Fishing,Santa Ana,11459,7,Fan Shop,33.63597488,-117.9125671,Santa Ana,56003,100,2017-04-01 11:59:00,33.7494951,-117.8732213
Garden,San Diego,31571,7,Golf,34.02769089,-75.76576996,,9344,300,2017-04-01 11:59:00,32.7174202,-117.1627728
Accessories,San Antonio,59388,7,Outdoors,32.71385574,-83.07437134,,6294,500,2017-04-01 11:59:00,29.4246002,-98.4951405
Health and Beauty,Santa Ana,95113,7,Outdoors,33.98547363,-95.37239838,,7717,500,2017-04-01 11:59:00,33.7494951,-117.8732213
Books,Chicago,54723,7,Outdoors,33.69957733,-118.2574081,,1791,700,2017-04-01 11:59:00,41.8755616,-87.6244212
other,Houston,11133,7,Apparel,29.78513908,-118.2774735,,2701,300,2017-04-01 11:59:00,29.7589382,-95.3676974
Fitness Accessories,Seattle,83407,7,Footwear,47.67869949,-118.1542206,,8371,400,2017-04-01 11:59:00,47.6038321,-122.330062
